filename,size_bytes,size_gb,size_match,path_glenwrt,path_glenhouse_pc
"BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",11745895746,10.94,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP05.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"The.Eight.Hundred.2020.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv",11682223085,10.88,True,"/Volumes/Media_Lib/Movies/The.Eight.Hundred.2020.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai/The.Eight.Hundred.2020.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv","/Volumes/Media_Lib-1/The.Eight.Hundred.2020.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai/The.Eight.Hundred.2020.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv"
"The.Grand.Budapest.Hotel.2014.REPACK.1080p.BluRay.DTS.x264-FoRM.mkv",11567058941,10.77,True,"/Volumes/Media_Lib/Movies/布达佩斯大饭店/The.Grand.Budapest.Hotel.2014.REPACK.1080p.BluRay.DTS.x264-FoRM.mkv","/Volumes/Media_Lib-1/The.Grand.Budapest.Hotel.2014.REPACK.1080p.BluRay.DTS.x264-FoRM.mkv"
"The.Next.Three.Days.2010.1080p.JPN.Blu-ray.x265.10bit.DTS-HD.MA.7.1-Iceyumao@Dream.mkv",11559738168,10.77,True,"/Volumes/Media_Lib/Movies/The.Next.Three.Days.2010.1080p.JPN.Blu-ray.x265.10bit.DTS-HD.MA.7.1-Iceyumao@Dream/The.Next.Three.Days.2010.1080p.JPN.Blu-ray.x265.10bit.DTS-HD.MA.7.1-Iceyumao@Dream.mkv","/Volumes/Media_Lib-1/The.Next.Three.Days.2010.1080p.JPN.Blu-ray.x265.10bit.DTS-HD.MA.7.1-Iceyumao@Dream/The.Next.Three.Days.2010.1080p.JPN.Blu-ray.x265.10bit.DTS-HD.MA.7.1-Iceyumao@Dream.mkv"
"BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",11380048967,10.60,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"[金爆行动]Operation.Fortune.Ruse.de.guerre.2023.Blu-ray.1080p.x264.DTS-HD.MA.5.1-BtsHD.mkv",11371121595,10.59,True,"/Volumes/Media_Lib/Movies/[金爆行动]Operation.Fortune.Ruse.de.guerre.2023.Blu-ray.1080p.x264.DTS-HD.MA.5.1-BtsHD.mkv","/Volumes/Media_Lib-1/[金爆行动]Operation.Fortune.Ruse.de.guerre.2023.Blu-ray.1080p.x264.DTS-HD.MA.5.1-BtsHD.mkv"
"BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",11238977740,10.47,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP07.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"Top.Gun.1986.USA.BluRay.1080p.x264.Atmos.TrueHD.7.1-BtsHD.mkv",11136516881,10.37,True,"/Volumes/Media_Lib/Movies/Top Gun 壮志凌云/Top.Gun.1986.USA.BluRay.1080p.x264.Atmos.TrueHD.7.1-BtsHD.mkv","/Volumes/Media_Lib-1/壮志凌云.Top.Gun.合集/Top.Gun.1986.USA.BluRay.1080p.x264.Atmos.TrueHD.7.1-BtsHD.mkv"
"The.Father.2020.2160p.AMZN.WEB-DL.DDP5.1.HDR.HEVC-CMRG.mkv",11052433259,10.29,True,"/Volumes/Media_Lib/Movies/困在时间里的父亲/The.Father.2020.2160p.AMZN.WEB-DL.DDP5.1.HDR.HEVC-CMRG.mkv","/Volumes/Media_Lib-1/The.Father.2020.2160p.AMZN.WEB-DL.DDP5.1.HDR.HEVC-CMRG.mkv"
"[1987逆权公民]1987.When.the.Day.Comes.2017.HKG.Blu-ray.1080p.x264.TrueHD-BtsHD.mkv",10924831511,10.17,True,"/Volumes/Media_Lib/Movies/[1987逆权公民]1987.When.the.Day.Comes.2017.HKG.Blu-ray.1080p.x264.TrueHD-BtsHD.mkv","/Volumes/Media_Lib-1/[1987逆权公民]1987.When.the.Day.Comes.2017.HKG.Blu-ray.1080p.x264.TrueHD-BtsHD.mkv"
"the.lord.of.the.rings.the.rings.of.power.s02e08.hdr.2160p.web.h265.mkv",10543870984,9.82,True,"/Volumes/Media_Lib/TV-Series/指环王：力量之戒/S02/the.lord.of.the.rings.the.rings.of.power.s02e08.hdr.2160p.web.h265.mkv","/Volumes/Media_Lib-1/the.lord.of.the.rings.the.rings.of.power.s02e08.hdr.2160p.web.h265.mkv"
"BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",10533306129,9.81,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP01.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",10483107961,9.76,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP03.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"the.lord.of.the.rings.the.rings.of.power.s02e07.hdr.2160p.web.h265.mkv",10429298395,9.71,True,"/Volumes/Media_Lib/TV-Series/指环王：力量之戒/S02/the.lord.of.the.rings.the.rings.of.power.s02e07.hdr.2160p.web.h265.mkv","/Volumes/Media_Lib-1/the.lord.of.the.rings.the.rings.of.power.s02e07.hdr.2160p.web.h265.mkv"
"The.Imitation.Game.2014.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv",10324340097,9.62,True,"/Volumes/Media_Lib/Movies/The.Imitation.Game.2014.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai/The.Imitation.Game.2014.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv","/Volumes/Media_Lib-1/The.Imitation.Game.2014.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai/The.Imitation.Game.2014.BluRay.1080p.DTS-HD.MA.5.1.x265.10bit-BeiTai.mkv"
"Shi.Fu.AKA.The.Final.Master.2015.1080p.BluRay.DDP5.1.x264-PTer.mkv",10015518551,9.33,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/Shi.Fu.AKA.The.Final.Master.2015.1080p.BluRay.DDP5.1.x264-PTer.mkv","/Volumes/Media_Lib-1/Shi.Fu.AKA.The.Final.Master.2015.1080p.BluRay.DDP5.1.x264-PTer.mkv"
"messis.world.cup.the.rise.of.a.legend.s01e03.dv.2160p.web.h265-successfulcrab.mkv",9238492366,8.60,True,"/Volumes/Media_Lib/Documentary/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e03.dv.2160p.web.h265-successfulcrab.mkv","/Volumes/Media_Lib-1/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e03.dv.2160p.web.h265-successfulcrab.mkv"
"the.lord.of.the.rings.the.rings.of.power.s02e06.hdr.2160p.web.h265.mkv",9005687490,8.39,True,"/Volumes/Media_Lib/TV-Series/指环王：力量之戒/S02/the.lord.of.the.rings.the.rings.of.power.s02e06.hdr.2160p.web.h265.mkv","/Volumes/Media_Lib-1/the.lord.of.the.rings.the.rings.of.power.s02e06.hdr.2160p.web.h265.mkv"
"BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv",8854199735,8.25,True,"/Volumes/Media_Lib/Documentary/Planet Earth Episode III/BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv","/Volumes/Media_Lib-1/BBC.Planet.Earth.III.2023.EP01-EP08.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst/BBC.Planet.Earth.III.2023.EP06.UHD.BluRay.2160p.2Audio.TrueHD.Atmos.7.1.x265.10bit.HDR-beAst.mkv"
"Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv",8713334986,8.11,True,"/Volumes/Media_Lib/Movies/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv","/Volumes/Media_Lib-1/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai/Gone.Girl.2014.BluRay.1080p.DTS-HD.MA.7.1.x265.10bit-BeiTai.mkv"
"messis.world.cup.the.rise.of.a.legend.s01e01.dv.2160p.web.h265-successfulcrab.mkv",8484690645,7.90,True,"/Volumes/Media_Lib/Documentary/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e01.dv.2160p.web.h265-successfulcrab.mkv","/Volumes/Media_Lib-1/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e01.dv.2160p.web.h265-successfulcrab.mkv"
"messis.world.cup.the.rise.of.a.legend.s01e02.dv.2160p.web.h265-successfulcrab.mkv",8304723574,7.73,True,"/Volumes/Media_Lib/Documentary/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e02.dv.2160p.web.h265-successfulcrab.mkv","/Volumes/Media_Lib-1/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e02.dv.2160p.web.h265-successfulcrab.mkv"
"Searching.2018.BluRay.1080p.DTS.x264-CHD.mkv",8246742050,7.68,True,"/Volumes/Media_Lib/Movies/Searching.2018.BluRay.1080p.DTS.x264-CHD/Searching.2018.BluRay.1080p.DTS.x264-CHD.mkv","/Volumes/Media_Lib-1/Searching.2018.BluRay.1080p.DTS.x264-CHD/Searching.2018.BluRay.1080p.DTS.x264-CHD.mkv"
"messis.world.cup.the.rise.of.a.legend.s01e04.dv.2160p.web.h265-successfulcrab.mkv",8187112210,7.62,True,"/Volumes/Media_Lib/Documentary/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e04.dv.2160p.web.h265-successfulcrab.mkv","/Volumes/Media_Lib-1/Messis.World.Cup.The.Rise.of.a.Legend.S01.DV.2160p.WEB.H265-SuccessfulCrab/messis.world.cup.the.rise.of.a.legend.s01e04.dv.2160p.web.h265-successfulcrab.mkv"
"The.Devils.Double.2011.1080p.BluRay.x264.DTS-FGT.mkv",8186390899,7.62,True,"/Volumes/Media_Lib/Movies/The.Devils.Double.2011.1080p.BluRay.x264.DTS-FGT/The.Devils.Double.2011.1080p.BluRay.x264.DTS-FGT.mkv","/Volumes/Media_Lib-1/The.Devils.Double.2011.1080p.BluRay.x264.DTS-FGT/The.Devils.Double.2011.1080p.BluRay.x264.DTS-FGT.mkv"
"Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv",7895658542,7.35,True,"/Volumes/Media_Lib/Movies/0-克里斯托弗·诺兰导演合集/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv","/Volumes/Media_Lib-1/克里斯托弗·罗兰导演合集/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS/Following.1998.CC.Bluray.1080p.x265.10bit.MNHD-FRDS.mkv"
"Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv",7865391016,7.33,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEBRip.DDP5.1.Atmos.x264-SMURF/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv","/Volumes/Media_Lib-1/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEBRip.DDP5.1.Atmos.x264-SMURF/Glass.Onion.A.Knives.Out.Mystery.2022.1080p.NF.WEB-DL.DDP5.1.Atmos.H.264-SMURF.mkv"
"The.Pig.the.Snake.and.the.Pigeon.2023.1080p.NF.DDP5.1.H264-TZFILE.mkv",7770337358,7.24,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/The.Pig.the.Snake.and.the.Pigeon.2023.1080p.NF.DDP5.1.H264-TZFILE.mkv","/Volumes/Media_Lib-1/The.Pig.the.Snake.and.the.Pigeon.2023.1080p.NF.DDP5.1.H264-TZFILE.mkv"
"Our.Planet.2019.S02E04.Chapter.4.Freedom.to.Roam.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv",7382130987,6.88,True,"/Volumes/Media_Lib/Documentary/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E04.Chapter.4.Freedom.to.Roam.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv","/Volumes/Media_Lib-1/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E04.Chapter.4.Freedom.to.Roam.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv"
"Our.Planet.2019.S02E03.Chapter.3.The.Next.Generation.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv",7357252093,6.85,True,"/Volumes/Media_Lib/Documentary/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E03.Chapter.3.The.Next.Generation.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv","/Volumes/Media_Lib-1/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E03.Chapter.3.The.Next.Generation.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv"
"Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv",7130264994,6.64,True,"/Volumes/Media_Lib/Movies/金矿.Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS/Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv","/Volumes/Media_Lib-1/金矿.Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS/Gold.2016.BluRay.1080p.x265.10bit.DDP5.1.MNHD-FRDS.mkv"
"The.Two.Popes.2019.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv",7033862518,6.55,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/The.Two.Popes.2019.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv","/Volumes/Media_Lib-1/The.Two.Popes.2019.1080p.NF.WEB-DL.DDP5.1.x264-NTG.mkv"
"Our.Planet.2019.S02E01.Chapter.1.World.on.the.Move.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv",7031599426,6.55,True,"/Volumes/Media_Lib/Documentary/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E01.Chapter.1.World.on.the.Move.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv","/Volumes/Media_Lib-1/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E01.Chapter.1.World.on.the.Move.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv"
"X-Men.Origins.Wolverine.2009.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv",6993228340,6.51,True,"/Volumes/Media_Lib/Movies/0-X战警合集/金刚狼1.X-Men.Origins.Wolverine.2009.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS/X-Men.Origins.Wolverine.2009.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv","/Volumes/Media_Lib-1/X战警前传金刚狼.X-Men.Origins.Wolverine.2009.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS/X-Men.Origins.Wolverine.2009.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv"
"A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv",5856042973,5.45,True,"/Volumes/Media_Lib/Documentary/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv","/Volumes/Media_Lib-1/A.Perfect.Planet.2021.S01.UHD.BluRay.2160p.mUHD-FRDS/A.Perfect.Planet.S01SP.Make.A.Prefect.Planet.2160p.UHD.BluRay.x265.HDR.TrueHD.Atmos.mUHD-FRDS.mkv"
"The.Wolverine.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv",4974501408,4.63,True,"/Volumes/Media_Lib/Movies/0-X战警合集/金刚狼2.The.Wolverine.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS/The.Wolverine.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv","/Volumes/Media_Lib-1/金刚狼2.The.Wolverine.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS/The.Wolverine.2013.BluRay.1080p.x265.10bit.2Audio.MNHD-FRDS.mkv"
"Our.Planet.2019.S02E02.Chapter.2.Following.the.Sun.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv",4855162816,4.52,True,"/Volumes/Media_Lib/Documentary/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E02.Chapter.2.Following.the.Sun.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv","/Volumes/Media_Lib-1/Our.Planet.2019.S02.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX/Our.Planet.2019.S02E02.Chapter.2.Following.the.Sun.2160p.NF.WEB-DL.DDP5.1.Atmos.DV.HDR.H.265-FLUX.mkv"
"The.Pacific.E10.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",4546094438,4.23,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E10.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E10.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv",4343514444,4.05,True,"/Volumes/Media_Lib/Movies/误杀瞒天记2.Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265/Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv","/Volumes/Media_Lib-1/误杀瞒天记2.Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265/Drishyam.2.2022.1080p.HINDI.AMZN.10bit.DDP.5.1.x265.mkv"
"The.Pacific.E09.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",4297769938,4.00,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E09.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E09.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E08.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",4230988572,3.94,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E08.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E08.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E03.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",4193095546,3.91,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E03.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E03.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"网络迷踪2.2023.1080p.H264.mp4",4043510539,3.77,True,"/Volumes/Media_Lib/Movies/0-Latest Movies/网络迷踪2.2023.1080p.H264.mp4","/Volumes/Media_Lib-1/网络迷踪2.2023.1080p.H264.mp4"
"The.Pacific.E01.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",3937788687,3.67,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E01.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E01.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E02.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",3802418655,3.54,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E02.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E02.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E04.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",3801341153,3.54,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E04.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E04.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E07.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",3798304563,3.54,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E07.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E07.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
"The.Pacific.E06.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv",3760982499,3.50,True,"/Volumes/Media_Lib/TV-Series/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E06.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv","/Volumes/Media_Lib-1/太平洋战争.The.Pacific.E01-E10+SP.201.1080p.Blu-ray.x265.AC3￡cXcY@FRDS/The.Pacific.E06.2010.1080p.Blu-ray.x265.10bit.AC3￡cXcY@FRDS.mkv"
